Dept_Code,Department_Name,SubDept_Code,SubDepartment_Name,Prog_Code,Program_Name,Program_Priority,Source_Fund_Code,Source_Fund_Name,Account_Code,Account_Name,Appropriation,Fiscal_Year,Expense_Type
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,100,General Fund,1010,Salaries General,454061,2016,Salaries
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,51Q,Measure R Local Return Fund (Sch. 49),1010,Salaries General,461284,2016,Salaries
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,528,Mobile Source Air Pollution Reduction Fund (Sch. 10),1010,Salaries General,487042,2016,Salaries
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,528,Mobile Source Air Pollution Reduction Fund (Sch. 10),1010,Salaries General,567097,2016,Salaries
94,Transportation,94LVL5,Transportation,9449,Technology Support,A Well Run City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1010,Salaries General,643141,2016,Salaries
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,100,General Fund,3350,Paint and Sign Maintenance and Repairs,644534,2016,Expenses
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,100,General Fund,1090,Overtime General,720000,2016,Salaries
94,Transportation,94LVL5,Transportation,9414,Emergency Management and Special Events,A Safe City,100,General Fund,1010,Salaries General,740741,2016,Salaries
94,Transportation,94LVL5,Transportation,9405,Parking Enforcement Services,A Well Run City,100,General Fund,1090,Overtime General,772263,2016,Salaries
94,Transportation,94LVL5,Transportation,9402,Transit Planning and Land Use,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1010,Salaries General,790248,2016,Salaries
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1090,Overtime General,8.00E+05,2016,Salaries
94,Transportation,94LVL5,Transportation,9404,"Parking Facilities, Meters, and Operations",A Well Run City,49C,Permit Parking Program Revenue Fund (Sch. 29),1010,Salaries General,805854,2016,Salaries
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,206,Special Gas Tax Improvement Fund (Sch. 5),3040,Contractual Services,909854,2016,Expenses
94,Transportation,94LVL5,Transportation,9406,Parking Citation Processing Services,A Well Run City,100,General Fund,1070,"Salaries, As-Needed",1040882,2016,Salaries
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1010,Salaries General,1149049,2016,Salaries
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,206,Special Gas Tax Improvement Fund (Sch. 5),3350,Paint and Sign Maintenance and Repairs,1234543,2016,Expenses
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1090,Overtime General,1300000,2016,Salaries
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,51Q,Measure R Local Return Fund (Sch. 49),3350,Paint and Sign Maintenance and Repairs,1300000,2016,Expenses
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,51Q,Measure R Local Return Fund (Sch. 49),1010,Salaries General,1307382,2016,Salaries
94,Transportation,94LVL5,Transportation,9401,Sustainable Transportation,A Livable and Sustainable City,100,General Fund,1010,Salaries General,1478498,2016,Salaries
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,100,General Fund,1010,Salaries General,1499858,2016,Salaries
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1010,Salaries General,1595725,2016,Salaries
94,Transportation,94LVL5,Transportation,9406,Parking Citation Processing Services,A Well Run City,100,General Fund,1010,Salaries General,1607741,2016,Salaries
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,206,Special Gas Tax Improvement Fund (Sch. 5),1010,Salaries General,1644801,2016,Salaries
94,Transportation,94LVL5,Transportation,9416,Active Transportation,A Livable and Sustainable City,51Q,Measure R Local Return Fund (Sch. 49),3040,Contractual Services,1700000,2016,Expenses
94,Transportation,94LVL5,Transportation,9414,Emergency Management and Special Events,A Safe City,100,General Fund,1090,Overtime General,2018000,2016,Salaries
94,Transportation,94LVL5,Transportation,9413,Major Project Coordination,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1010,Salaries General,2028760,2016,Salaries
94,Transportation,94LVL5,Transportation,9408,District Offices,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1010,Salaries General,2181163,2016,Salaries
94,Transportation,94LVL5,Transportation,9405,Parking Enforcement Services,A Well Run City,100,General Fund,1070,"Salaries, As-Needed",2327750,2016,Salaries
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,100,General Fund,1010,Salaries General,2388449,2016,Salaries
94,Transportation,94LVL5,Transportation,9450,General Administration and Support,A Well Run City,100,General Fund,1010,Salaries General,3527722,2016,Salaries
94,Transportation,94LVL5,Transportation,9412,Public Transit Services,A Livable and Sustainable City,385,Proposition A Local Transit Assistance Fund (Sch. 26),1010,Salaries General,4215364,2016,Salaries
94,Transportation,94LVL5,Transportation,9403,Transportation Infrastructure and Project Delivery,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1010,Salaries General,4659133,2016,Salaries
94,Transportation,94LVL5,Transportation,9404,"Parking Facilities, Meters, and Operations",A Well Run City,100,General Fund,1010,Salaries General,5074109,2016,Salaries
94,Transportation,94LVL5,Transportation,9417,Crossing Guard Services,A Safe City,306,Traffic Safety Fund (Sch. 4),1070,"Salaries, As-Needed",5473805,2016,Salaries
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1010,Salaries General,5945259,2016,Salaries
94,Transportation,94LVL5,Transportation,9407,Streets and Sign Management,A Livable and Sustainable City,100,General Fund,3040,Contractual Services,6395003,2016,Expenses
94,Transportation,94LVL5,Transportation,9406,Parking Citation Processing Services,A Well Run City,100,General Fund,3040,Contractual Services,10936286,2016,Expenses
94,Transportation,94LVL5,Transportation,9409,Traffic Signals and Systems,A Livable and Sustainable City,540,Proposition C Anti-Gridlock Transit Fund (Sch. 27),1010,Salaries General,14291282,2016,Salaries
94,Transportation,94LVL5,Transportation,9405,Parking Enforcement Services,A Well Run City,100,General Fund,1010,Salaries General,46847720,2016,Salaries
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),50_X76,PW-Contract Admin-Expense and Equipment,62000,2016,Equipment
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),50_7BP,Insurance and Bonds Premium Fund,240000,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),50_834,Sewer Service Charge Refunds,1.00E+06,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),50_CAC,Sewer Connect Fin Assist Prgm,1250000,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),50_X78,PW-Engineering Expense and Equipment,1327000,2016,Equipment
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W73,WSRB Series 2012-B Subordinate Debt Service Fund (Sch. 14),508110,Principal,1485000,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),50_X40,General Services Expense and Equipment,1520000,2016,Equipment
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W41,WSRB Series 2002-A Debt Service Fund (Sch. 14),508210,Interest Expense,2226600,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W51,WSRB Series 2005-A Debt Service Fund (Sch. 14),508210,Interest Expense,2308075,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W75,WSRB Series 2012-C Subordinate Debt Service Fund (Sch. 14),508110,Principal,2440000,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W65,WSRB Series 2012-A Debt Service Fund (Sch. 14),508210,Interest Expense,2482500,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),50_INR,Insurance Reserve,3.00E+06,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),502000,Interest-Commercial Paper,3.00E+06,2016,Debt Service
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,760,Sewer Operations & Maintenance Fund (Sch. 14),50_IWP,Department of Water and Power Fees,3455800,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),50_X82,PW-Sanitation Expense and Equipment,3712704,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),50_903,Loan to Stormwater Pollution Abatement (Schedule 7),3900000,2016,Special
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,761,Sewer Capital Fund (Sch. 14),50_700,Bond Issuance Costs,4.00E+06,2016,Debt Service
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W61,WSRB Series 2010-B Debt Service Fund (Sch. 14),508210,Interest Expense,5208448,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W53,WSRB Series 2006 A-D Subordinate Debt Service Fund (Sch. 14),508210,Interest Expense,5802000,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W80,WSRB Series 2013-B Debt Service Fund (Sch. 14),508210,Interest Expense,5995850,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W75,WSRB Series 2012-C Subordinate Debt Service Fund (Sch. 14),508210,Interest Expense,6266400,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W77,WSRB Series 2012-D Subordinate Debt Service Fund (Sch. 14),508210,Interest Expense,6597000,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W71,WSRB Series 2012-A Subordinate Debt Service Fund (Sch. 14),508110,Principal,6650000,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W71,WSRB Series 2012-A Subordinate Debt Service Fund (Sch. 14),508210,Interest Expense,7278019,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W79,WSRB Series 2013-A Debt Service Fund (Sch. 14),508210,Interest Expense,7499000,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W63,WSRB Series 2010-A Subordinate Debt Service Fund (Sch. 14),508210,Interest Expense,8897300,2016,Other
,Wastewater Special Purpose Fund*,S14,Wastewater Special Purpose Fund,5014,"Wastewater Collection, Treatment, and Disposal",A Livable and Sustainable City,W59,WSRB Series 2010-A Debt Service Fund (Sch. 14),508210,Interest Expense,10136005,2016,Other
